id,text,class
155309,"A boy brings unusual guests to royal meals.: This children's story is about a boy who keeps getting invited to dine with a King and Queen and each time he brings an unusual guest with him (the first being a giraffe). The King and Queen are very regal and treat the boy and his guest, no matter who or what it is, with politeness. Kids will get a kick out of this story. The book is illustrated by Beni Montresor and it won the 1965 Caldecott Medal for best illustrations in a children's book.
",positive
134111,"Mediocre: I would actually recommend against this item. The range on the keypad either sucks or the item itself is faulty. I can have the keypad in my lap and my laptop less than a foot away and the keypad will skip numbers when I'm trying to calculate or type in a string of numbers. It also seems to independantly turn off the number lock key. Save your money.
",negative
249519,"Compact, Straight Forward Look at Revolution: Gordon S. Wood faithfully fulfills the objectives of the fine Modern Libary Chronicles series, in The American Revolution (A History). The author, in a short space, effectively gives a history of the American Revolution from its ecomonic, demographic and ideological origins through the war itself and into the second revolution, that of the creation of the constitution. The story is told clearly and made interesting, sticking conservatively to the basic outline without adding any of the more radical views of recent years. This volume is definately not for those overly familiar with the Revolution but would be a good beginning or a refresher for those interested in the outlines of this fascinating event. All the major personalities makes brief appearances but the focus is on the revolution itself, as it should be.
",positive
218017,"ABC Animal Train Travel Bag: This is a great toy for kids 1.5 years and older who are just starting to develop verbal language and learning their alphabets. I gave it to my niece for Christmas and she loved all the animals, as she is learning the names of animals right now, and its a great combination with learning the letters of the alphabet. The animals super cute, however, they are pretty small so this toy would not be good for young kids to play with if they aren't supervised, as there are 26 little animals that could easily go missing! Overall, this is a great educational toy that sparks the interest of kids between the ages of 1.5 and 3-4ish.
",positive
119386,"Disappointed: This is an American made, low budget femme fatale martial arts flick. I was expectiong one of those Japanese made kunoichi films along the lines of Memoirs of a Lady Ninja, or Lady Ninja Keade. I didn't know it was an American made low budget flick. The problem lies with the filming technique of the action sequences. The action sequences are very much an Hollywood inspired style, but not nearly choreographed or shot as well. The maker of this film would've been better off if he emulated the Japanese low budget kunoichi film techniques instead. Also the hip hoppish music score didn't fit, was annoying, and further ruined the action sequences. I can tell a lot of hard work went into making this. It is a shame that it isn't much good.
",negative
203145,"Awsome headphones: These are great sounding headphones. Aiwa makes great headphones. Even has volume control. The only thing you will find about these is that they lose comfort on the ears after prolonged use.
",positive
254669,"NOT Playable in United States: Region 2 encoding (This DVD will not play on most DVD players sold in the US or Canada [Region 1]. This item requires a region specific or multi-region DVD player and compatible TV.)This DVD is not playable on American DVD players. The seller does NOT include that information in their own description and the only place it is displayed is below the main screen listing for the product information, where you will NOT see it until it is too late.
",negative
109909,"Not all that warm: I ordered this unit due to the good reviews, but did not pay enough attention to the warnings that the towels became only marginally warm, not really warm. That slight difference makes a big difference in a cold or damp bathroom. We found that the towels were not warm enough to keep their heat long enough to towel off. I experimented with different layers and patterns, but we were not impressed enough to keep the unit. Although it was poorly packed and the carton was heavily damaged, it arrived intact, but I will have to make some major repairs to send the unit back in the original packing. I suppose the good side is that it does not draw much current and does not burn if touched, but for us not worth the candle. I will be looking for a better unit such as those found in posher hotels.
",negative
77354,"Inconsistent & longest brew: Where to start...it takes forever to brew a pot of coffee, today, no lie, it took at least 25 minutes! And when it's finally done it doesn't brew the full amount of water that I poured in, it always loses at least 2 cups of water. Plus, the coffee doesn't taste that great -- probably because of the reasons stated above. To say the least, I've been visiting our local coffe shop a lot lately.
",negative
213550,"wide-ranging and methodical: Wills has written some great books: ""Nixon Agonistes"" was a revelation and his book on Reagan was a wonderful analysis of the relationship between a president and the myths the American people wanted to be true. This book has much in common with the earlier ones, in that there is the most careful examination of what actually went on in the past connected to themes that are of pressing importance today. So, for example, there is an impressive analysis of the ""Federalist Papers"" [especially Madison's contributions] interlaced with an evaluation of the misreadings over time that have now been embraced so willingly by our contemporaries. The writing is clear, the endnotes useful, and the total product an impressive one, in terms both of helping us understand our fascinating past and giving some order to the confusion of our current political climate.
",positive
90198,"too many mistakes and errors...: I was going over the options chapter, a very critical part of the series 7 and there were mistakes...on repeating questions and wrong explainations, also the explainations are not sufficient enough.
",negative
51732,"IT'S NOT WORTH THE TIME!: I had not heard a good thing about this game, but I tried it anyway. It stinkys! I spent an hour playing the practice duel. They repeat the same thing over and over agian; it got old really fast!Thank goodness I rented it first. Trust me If your think of buying it, rent it first and save the money.
",negative
162128,"A beautiful story of love, mercy and grace: This novel touched my heart. It is beautifully written and tells a story that we all need to know by heart. It is a story about God's love, mercy and grace. Last but not least, it made me laugh!
",positive
237711,"Kristine Sa ~ A fantastic Asian American artist: Kristine Sa is a wonderfully talented artist. This girl's got a voice that can't be beat. Each and every song is completely original and totally unique. You'll love each song for its very own reason. This isn't one of those albums where only a few tracks are good; all 10 tracks are just amazing. Not to mention that within the beautifully designed lyrics sheet, Kristine included a few pieces of her own poetry that you won't find anywhere else. She's a poet and she totally knows it!
",positive
99414,"Mediocre Monologues: Barely literate grammar and sloppy copy editing match this book's thin content. The book ignores masters of the genre, presents formulae for doing what everybody's doing. Some of the interviews contain useful hints, but nothing to justify purchasing or reading the book. Shame on the publisher!
",negative
289303,"Peter Thomas roth: I love this product and i love that this cost $24 dollars on Amozon if buy these anywhere else it cost $48 a huge savings on Amozon. This exfoliates the skin with out drying it out and it makes your skin look amazing.
",positive
86840,"What a tear jerker!: This is a very touching story about the love of a mother. No matter the difficulties of motherhood, this parent shows the love to her child through a song. Despite the child's age, the mother continues to rock her baby back and forth and sings him a short, yet meaningful song. I hope you enjoy this book as much as I did. I think I'll read it forever.
",positive
30738,"An excellent book for intermediate Sanskrit: This book is best suited for someone who has at least some Sanskrit, but for the student who has the basics, but is weak on vocabulary, this is an excellent text. The layout is similar to Sargeant's edition of the Bhagavad-Gita, but S gives a more complete syntactic overview and each verse has a prose retelling (in devanagari only), which is quite good for the intermediate student to practice vocabulary, grammar, and reading.With over 700 verses, this is an extensive text. There are some typos, but they should not trouble the average student.
",positive
112039,"Works Wonderfully: This item works wonderfully. We recently bought a mini-van and for some reason the suction cup utility wouldn't work for our GPS any longer. It will fall off after a few minutes. So, I bought this item to deal with that. It holds the GPS securely and doesn't move on your dash. It's the right weight, height, and sturdiness that is required to fulfill the functions of a GPS Mount. The only flaw is that it is bulky and difficult to store in your car, but I believe that this is necessary to hold the GPS securely without sliding across your dashboard. I recommend it.
",positive
18377,"Transverse City - one of Zevon's best: A terrific record - almost as good as ""Sentimental Hygiene"". On some tracks, Zevon's intelligence and vocabulary sound incongruous in the straight rock setting but, in the end, it all adds up to a complete package - insightful and incisive lyrics backed by excellent rock music.Fans of Pink Floyd's ""Comfortably Numb"" please take note that this disc is worth buying just for the mighty ""Run Straight Down"". Not only is it similar in structure, tempo and even subject matter, but David Gilmour guests and provides another blistering performance. Plug in that air guitar and crank it up!I have the vinyl so can't comment on the quality of the CD. If you're keen enough, the double retrospective ""I'll Sleep When I'm Dead"" would be an even better buy for newcomers.
",positive
182186,"Leather toiletry: It would help if the side pockets had a little inset for easier access. Nice leather. Roomy and durable tote
",positive
56554,"beyond boring: I like the idea of a vampire secret agency. I also like the idea that the story would be told from a female vamps point of view. But this book was full of pointless conversations that did nothing to futher the story. The characters and situations were trite. The vampires were morons. Maybe the author's next book will be better because (pardon the pun) this one sucks.
",negative
253189,"Enjoyable, closer to his classics: Paul McCartney's new album is very good. The music and production on the songs are especially impressive. McCartney really did well playing the instruments and credit must go to the producer. If there's anywhere the album fails, it's the lyrics which at times recall Paul's worst. But for the better part of the album they are at least tolerable and sometimes quite good. They do hold the album back from being a true classic, though. They don't really hurt the album very much, just hold it back a bit. I have been listening to it all week and like it more and more. The best songs are Friends to Go, English Tea, Too Much Rain and Promise to you Girl. The others are also good, but not quite. Overall, a return to better days for Paul and highly recommended.
",positive
248970,"Don't Work if you Can't wear it.: The Logitech Freedom Headset came with great reviews from many prominent sites and publications. I found these reviews to be very misleading. The biggest problem with this headset is the earloop. It is difficult to put on and very uncomfortable. No matter how you set it, the device squeezes your ear. This, as opposed to the Sony-Ericsson HBH-600 I also recently purchased which is easy to put on and very comfortable.The secondary issue is the weight. Its simply too heavy to be comfortable for long stretches. Again, in comparision to the, admittedly, more expensive Sony-Ericsson, which extremely light.On the plus side, pairing this device on both a Treo 650 and Motorola V710 was very easy. Sound quality was acceptable on the Treo and very strong on the V710. Sound quality is not an issue, however, if you can't wear the device.Obviously, I was very disappointed.
",negative
12110,"False Belief System: Amazing that in our times anyone can believe Joseph Smiths fabricated account of American History. DNA, linguistic and archeolgy does not support the old false beliefs of Joseph Smiths time that Hebrews actually traveled to America. Totally unsubstantiated and irresponsible to teach Native Americans who are actually of Asian descent.
",negative
232826,"Wonderful hour: This watch is beautiful and contains many features compared to the cheap price like it is working without battery and they come down the water to a depth of 200 meters
",positive
275302,"Formula 1 Ultimate Car Race Game: Excellent game, graphics at top. You can enjoy all F1 season with your favorite driver. Maybe could be better if set up tools were flexible and charge time faster.
",positive
136799,"Not a very effective product: Not very well made nor designed. One side has a very flimsy cover which you can see the grey foam rubber waffle pattern through. This is the side you sit on, because the other side is a weave of grippy rubbery stuff that holds the cushion in place. Sitting on the waffle grille side is not very smooth -- I can find no evidence of any ""gel"" utilized in this product at all -- it is merely an open gridwork of pretty soft rubber with a flimsy cover. It is easy enough to compress the grillework between your fingers, so sitting on it flattens it out pretty quickly. Look at the picture with the cover peeled back -- that's all there is to it. It's really not a premium product and is certainly not worth the $60 Amazon advertises it for by another supplier. With shipping, this item came to over $40, and it's just not worth it in my opinion.
",negative
134053,"No Viewfinder!!!: I was prepared to order one when a friend bought one and I had a chance to try it out. What is wrong with Sony (and Panasonic and others)? There is no viewfinder and trying to shoot in bright overhead sunlight using that LCD screen is lousy. Obviously these viewfinder-less cameras are not aimed at anyone serious about video work. I had planned to get one of these to supplement my 3CCD primary cameras because small size is an advantage in some places, but no viewfinder makes it impossible. I would have given this a 0 star rating, but that wasn't a choice here.
",negative
162764,"Too Small to hold most spatulas and tall spoons: The pictures on Amazon are somewhat misleading in terms of it's size. It is smaller than most others of this type and many spatulas don't fit and fall off: and any long handled spoon is precarious in it. Also, one weld joint broke a couple of months after using it. It still hangs together and works.
",negative
109328,"this really is a great record, give it a chance: this is a great record. it did take a little, but with freedys work, you have to give it time, let it unfold. i cant say how good it is, but i love it. ive picked up 2 copies as christmas presents. when you listen, you just get lost in it. since this perfect world, every record has been beautiful. this is real. its not some top 40 radio crud, its the real deal.it gets in you and gets you lost in its sound, content, instrumentation and vocals. freedy is a true visionary and im glad i can share some of that with him. wether gloomy or dark or whatever, its a great place to be.
",positive
63750,"A 13 year old: Bill Clinton is a disgrace to this country. He is a true liar and a cheat, He is trying to sell you 900 pages of pure **** and if you want to hear about his sexual ""experiances"" with monica then you are some kind of pervert.You people are influenced by bias media coverage. If you really want to know what's going on I recomend that you whatch FOX news and listin to Sean Hannity. I know that most liberals think that those programs are extreemely right wing, but really FOX does try to be ballenced and Hannity will really tell you what is going on in America. The thing is all the other media coverage(internet,television,newspaper) is all distorted by left wing spin. Please just listin to Sean Hannity on the radio once and I totally assure you that you will not regret it.
",negative
17930,"Great Ideas!: Great ideas although the one project I wanted to do which was the beveled glass ornaments looked simple enough but, no matter what craft store I went to you couldn't find beveled glass. I really was looking forward to making those ornaments for Christmas gifts. I may just stick with the candles.
",negative
10335,"Another City - no angels: It just didn't do it for me. Like so many other people, I loved Midnight in the Garden of Good and Evil. It was such a rich, unexpected book and came alive in the reading. But, I fear John Berendt had only one in him - one great story. He found a crime and a city and another series of characters, but he just didn't find the magic.Good writing? Yes. Interesting characters? Somewhat. Compelling plot? No.Maybe it's just that he tried too hard to make Venice new to his readers. Maybe he tried too hard to replicate the formula and twists of Midnight, even though reality didn't afford him similarities to work with. Maybe he just tried too hard.
",negative
191834,"needed for humidifier: I ordered these to see if they were the same quality as the ones that I buy at a local store. These are about 1/2 the price of what I paid locally. The boxes were a little dented during shipping but they still work fine.
",positive
128845,"Poor condition: The book is in poor condition. No dust cover, cover is torn, dirty, pages are very yelllowed none of which was stated. It's an old library copy which is not a problem for me and it's legible so I will keep it and read it but I would not offer it for sale or trade without noting the really poor condition.
",negative
279205,"Just Not There: I had heard this collection was a less bombastic, less produced Barbra Streisand album....Sadly, its not...I don't listen to this type of music anymore--I was hoping for something more raw and real.I just don't feel Barbra's music anyomore
",negative
220182,"STAY AWAY!! HUGE FAILURE!: I have had great luck with Denon of the years. We have 3 of these installed as background music players at the convention center I work at. They were rarely used but last time I went to play some music ALL 3 FAILED TO OPERATE! I tried multiple discs both burned and factory fresh albums and none of them read any discs. We have an older Denon that plays everything we tried to play on the DCM-290 players but have since moved to streaming music. What a shame that a great company would put out this garbage. I have never seen a failure rate like this.
",negative
65106,"a how-to book with step by instructions and exercises: I did not finish the book - it is more like a 'workbook' than a book. I was hoping to get some insight into how to deal with people in the workplace - this book is full of material that I consider to be common sense. Little emperical or formal evidence is offered.I suggest 'The Secret Handshake' by Kathleen Kelley Reardon for readers interested in improving their polical skills in a business setting.That's my take - loopster - Chicago, IL
",negative
145392,"Not Bad.: Decent story line even though a couple things didn't make sense (the adults couldn't notice a giant alien just on the other side of the house from them?) but the CGI was done well and it's a fun movie to watch. Good for the whole family which is a BIG plus in my book especially now a days.
",positive
103641,"Socket provided is not compatible with stock lug wrench: The website states that these are compatible with a 2006 Chevy Silverado PU. While the lugnut lock itself will fit on the wheels studs correctly the socket provided is larger than the stock OEM lug wrench that comes with the truck (the stock size is 22 mm while their socket looks like it is 1"" (does not even state on the packaging)). The problem with this is you will need to then pack another lug wrench or socket and breaker bar in your truck in case you get a flat. For this reason I returned the product as I did not want this additional hassle and expense. I went with Gorilla locks which provide a socket to remove them that is the same size as the stock OEM lug wrench that comes with the truck.
",negative
93545,"Great fun movie: My wife and I like to watch more up beat movies and this romatic comedy is pretty good. Good movie to have in your romatic comedy collection.
",positive
17192,"Track List: Among Thorns - self titled / Cross Driven / 1999 / /Track list:1} Shelter Me2} Living Fountain3} Rain Down4} Rise Up5} You Are God6} Holy And Anointed One (Intro)7} Holy And Anointed One8} I Will Call9} Holy Spirit10} Start A Fire11} Embrace This Place12} You Are God (Reprise)13} Yea Yea
",positive
4178,"I loved it again!: I have several ragged copies of this here and there in and out of boxes. I don't have to hunt any more. It'll always be on my Kindle.
",positive
208009,"Beware - This bleaches fabric!: This product's warning label has the following buried about 3/4 of the way in - ""may bleach hair or dyed fabrics"" - this turns out to be quite an understatement. After all of my bathroom towels, sheets, and pillowcases started showing bleach stains, I started going through various bathroom products trying to figure out what was going on. Zapzyt was the culprit. Just dab a bit of this stuff on any fabric, wait a few hours, and it will be white.If you use this stuff at night before going to sleep, you may want to rinse it off before climbing in bed. =]
",negative
254605,"Present: I think the earring make perfect to give to someone as a present, i gave it to my friend as her birthday present and she's really happy about it.
",positive
172071,"one of my favorites!: leave it to milton friedman to make an airtight case for capitalism. this book deals with some of the issues of the day in the '60s but the core of friedman's argument is as relevant as ever. FREEDOM IS THE ANSWER!
",positive
258384,"Just listen to hear the true value of public radio.: A wonderful collection of songs from all kinds of artists, the Rare on Air series demonstrates the breadth of music on offer on KCRW's Morning Becomes Eclectic Show. For me the highlight is ""The City Sleeps"" by MC 900ft Jesus, a slowly burning groove beneath a tale of metropolitan arson. But hip-hop is just one facet of Rare on Air Volume 2 - from Joni Mitchell's 90's folk to Cibo Matto's trippy pop, the whole series shows the true value of public broadcasting. Commercial broadcasters just don't (or won't), showcase such a wide variety of musical styles. Without commerce as their raison d'etre, stations such as KCRW can afford to broaden the horizons of their listenership, and that's why a CD like Rare on Air should be part of any open-minded music fans collection.I hope you'll enjoy it as much as I do!
",positive
160245,"Worst coffee machine ever: I can't even emphasize how unhappy I am with this coffee machine. I bought it because I really like Cusinart products, and I thought it was a very nice looking coffee pot, and I wanted a 4 cup machine, but I just hate it. You have to pour over the sink or else it spills everywhere, no matter how slowly or carefully you pour. Also, if you forget to dump out left over coffee (which is easy to forget since you can't see the contents) in just a couple days, literally, it molds. I don't even understand how it can get so moldy so quickly. Even if I do dump out the coffee, unless I actually wash the carafe very thoroughly, there will be little bits of mold all over the interior after a few days. And most importantly, the coffee tastes horrible. Horrible. I'm not even a picky coffee drinker.I really want to like this coffee pot because it's so nice looking, but I'm just so completely dissatisfied.
",negative
22551,"Sleazy Sheets: Do not be fooled by what is listed as a high original price. These sheets are not worth even the low sale price. The knit of the fibers is large and loose, the stiching on the seams is large and coming out in places, and they just don't seem like they'd last through more than five washings. I sent back the two sets I ordered despite having to pay $14 to FEDEX them and also then was charged for the original shipping by Amazon because my complaint ""is not their fault"".
",negative
184702,"Works as advertised: This bike stand is easy to set up -- you don't even need a screwdriver. It just all fits together nicely. They provide hardware to secure the top if you're worried about it falling over (although it seems pretty stable even without it). It's nicely finished, and provides a great way to store two bikes in a very limited space. As my review title says, it just does exactly what it's supposed to do.
",positive
165228,"Its refreshing: I have subscribed to this product and have been getting it every month for a year. This is definitely better than the other 2 products and yes I tried those before settling on Zico. For a person who has been drinking coconut water since childhood I am not sure this tastes exactly like that. But its good enough and very refreshing especially after a long bike ride or long walk.
",positive
41837,"Top features, Top art, Simply a must have!: I got this DVD on the 17th of september. When I saw the casing, I thought mmm...damn cartboard. But as I opened it, it looked very very good. Usually the features are lesser in numbres with beautiful case, however, we are dealing with a Warner Bros DVD. As with the sister company New Line Cinema, in my opinion they've produced the best in DVD video. The layout is very artistic and they've done a great job in defining the features on a DVD player and DVD-ROM player. Okay let's play it. The disk looks great btw. With a DVD player the upcoming menu is completely animated. Hidden ""red pills"" and ""white rabbits"" brings home entertainment to a new level.... The dolby digital track along with anamorphic widescreen makes for an eye-popping movie viewing. Not in any way doing under for the big screen version. Additional audio tracks and behind the scenes makes it a DVD must have...even if you don't like Sci-Fi.RichardThe Netherlands
",positive
183550,"Buyer Beware: I purchased the Total Chef Oven in February, 2004. We were very pleased with it cooking performance. However, within a month, the heating elements didn't work. It cost me $20.00 to ship the part back to Koolatron and we received the repaired unit within a month. Shortly after this, we started noticing cracks in the plastic dome, small at first but continually getting larger and more numerous. It now has pieces breaking off and is totally unuseable. This is not and was not the result of dropping it or any misuse on our part. After spending 20 minutes trying to get through to Koolatron, they refused to honor their warranty, though it clearly states that the dome is covered up to a year from date of purchase. I asked to speak to a supervisor, but was told one was not in the building and I would be called within 24 hours. Needless to say, no one has bothered. For your own sake, don't waste your hard earned money on this poorly produced product by this unethical company.
",negative
218137,"Less than satisfactory: This feeder clogs daily and requires manual clearing of peanuts, corn, and sunflower seeds: hardly what one would expect from a good quality bird feeder.
",negative
116421,"Orgasmic!: This is one of the funniest books I've read about the industry. It read it in one day and had a smile on my face the whole time. Mr. Spitznagel can really cram a lot of weirdness into a simple story of a man trying to get into the movie biz. I like how the odyssey drives him a little crazier as the book goes on. The scene with Jerry Stahl is hilarious. And that bonus screenplay at the end is a nice touch.
",positive
78090,"This is One Awesome Dude -- and Awesome CD!: I actually heard this CD for the first time about a week ago at a friend's house where I was having dinner (A girls' night out). She had Alan's CD, as well as some other CDs on for background music. All the music was pleasant, but when Alan's came on I dropped out of the conversation going on around me, and just listened to him. Pretty soon I was pointing out to everyone the gorgeous and pure voice of this talented country singer, and the great songs that were included on this unique CD. Within a short time everyone's focus was on Alan's music and we were all very happy with just being quiet and listening. Next day, I went out and purchased this CD and can't stop listening to it. I absolutely love this Alan Jackson, not that the other one was not great, too; but I agree with the reviewer who said, ""This is Alan's best CD to date."" It's different, very romantic, and fun -- all in one! In fact, I think it is AWESOME!
",positive
115721,"Short life span, good while it lasted.: I bought my Kodak Easyshare CX7330 in February of 2005. It did well although the older it got, the more it ate batteries. With the money I have spent on batteries I would have been better off getting one with a charger and a pack. I have also tried every type of AA battery out there and it is the camera itself with the issues. Now, 2 and a half years later it has taken it's last pictures. The trouble began with when I would turn it on the indicator light would pop up green, then immediately flash red and the lens would not extend out. Sometimes it would work, sometimes not. Now I can put fresh batteries in and if I hold it just right I can take a few pictures, then the low battery icon comes on the screen and it goes dead, even without retracting the lens. As I said, it was a great little camera while it lasted, but I think I will get something more hardy next time.
",negative
59855,"Don't like auto renewal: Don'like auto renewal. Should be able to decide on my own ifI should want to renew. Difficult to cancel subscription
",negative
6651,"Bette Midler Saved This Movie From A One Star: This movie started slow and an hour into it I found myself waiting for something interesting to happen, by that time I felt I had so much time invested I may as well watch the rest. What torture. Horrible movie with disfunctional characters that behave like fools. Then finally Bette walked in and saved the day, she didn't have any great script to rely on though. Helen Hunt and Matthew Broderick don't have any chemistry and they're not believable as a couple so when things get rocky in their marriage you find yourself rooting for the break up. Helen's more believable with Colin Firth but her role makes her out to be an idiot. There's nothing interesting about this movie, not even the setting. I'm a huge Colin Firth and Bette Midler fan and their roles here are forgettable.
",negative
148747,"Good Resource: I like guide books and picked this and picked this one for a trip to Mexico.Broken down very well by dive site location an general overview (depth, skill level) together with a description of the dive sites in terms of formations and marine life.It is a very good overall guide that you can skim during a plane flight to see what you might be interested in going to and pretty accurate based on the places I have been to.
",positive
208003,"Same Old, Same Old: If you own a disc or two of this type of music, you already own this one. Nothing different. You've already heard it. Skip this one and check out Merry Mixmas-Christmas Classics Remixed or Reindeer Room Vol.1 instead.
",negative
23855,"In the Teeth of the Wind: A Study of Power and How to . . .: This book is interesting, informative and easy to read.If you've ever had contact with what we are pleased to call the 'Justice System' in this country, you were probably not pleased with the results. Well, this book shows you that it is even worse than you thought. Written in shirt sleeve english, it is a series of short stories by a former insider, exposing the failures of the government and our justice system to provide justice. In a simple and interesting style, the book gives example after example of what happens to the little guy when people with access to the levers of power want a particular result from the 'Justice System.' Contains some thoughtful insights on our personal freedom or whats left of it, reforming our laws, and how we will do business with each other in the future. I enjoyed it and I think you will too.
",positive
274945,"Disappointing !!!: Boyz II Men was one of my favorite groups of all time. But this new CD really disappointed me. You have to give it to them, they tried to create something on their own. BUT THERE IS STILL A LONG WAY BEFORE THEY BECOME PRODUCERS OR COMPOSERS. They are great singers, no doubt about it but they are not musicians at all. This is your average R&B album, Boyz II Men don't stand in the crowd. On top of that, they are playing some ""bad guys"" image, which is not them!!! I'd rather stick with Evolution, even if it was not the best of their work.
",negative
14828,"Vengance is Mine...: If you like revenge, you'll love this. Ive always loved the ""Good"" guys go after the bad ones. That'll teach them to fool around with others. I rate this and all like this fantastic. It kind of removes my frustration, especially when I think of all the bad people living on this earth. 'Do Unto Others"" My Adopted Motto!
",positive
153014,"Save your Money and Get a Diaper Champ: I wish I would have listened to my gut instinct to NOT get the Diaper Genie. A few of my friends had it and said not to get it, but I didn't listen. My son is now 4 months old and I have yet to be able to use the Genie properly. Everytime I would put the diaper in the Genie and push down on it to create the ""Sausage Casing"" it would rip the bag. I finally got so frustrated with it that I just threw it out. I recently bought the Diaper Champ and I love the Diaper Champ. It is so much easier to use and it doesn't require you to purchase the bags which cost money. It is also so much easier to use.All in all: DON'T GET THE GENIE....GET THE DIAPER CHAMP!!!
",negative
264324,"Entertaining and thought-provoking medieval story: A chance exploration of a streetside shrine in Rome leads journalist Stanford to pursue the story of a female pope. Stanford makes an intriguing case for the historical truth of what has long been seen as cautionary tale emphasizing the corruptibility of women. I'm not convinced by his arguments for a true historical Pope Joan, but he's presented a lot of research and historical fact in an amusingly painless read. Imagine Peter Mayle leaving Provence to turn historical detective and you've got a feel for this book!
",positive
102436,"This is everything that is wrong with pop music.: Throw this pap onto your CD player and just get sickened by the garbage that comes from your speakers. She is no musician and has absolutely no musical talent. It is a shame that she has lasted this long. A new haircut and her ""fans"" gush about her chameleon-like persona. Yikes! Anything to distract you from the fact that she [is weak]. Listen to this CD and you can just hear her limited range and even [weaker]lyrics.
",negative
173175,"Excellent Book: This is an excellent book. It is so well written and easy to read. It is definitely a great book to give or recommend to a friend.
",positive
120566,"Nothing new here!: This is one of those movies that you forget as soon as you finish watching it. Nothing groundbreaking or extraordinary going on here.
",negative
125117,"Does Not Work!: This product does nothing for fleas. It used to work, but recently it has not helped in the slightest with keeping the fleas off of my pets (3 dogs and 2 cats.) I agree with others who have said that fleas have become immune to frontline. My pets are being driven crazy from fleas and they look absolutely pitiful! I am going to be trying a different product.
",negative
12140,"""World's Tiniest"" is a lie..: I use my 8GB MicroSD card in a USB adapter that is roughly half the size of this device. There is a small loop for a keychain on it which is useful when pulling it out of a usb port... not to mention that pulling out the chip allows use in a cellphone or digital camera (via adapter), digital camcorder, etc...There are smaller out there, if you are looking for small you can do a bit better!
",negative
92810,"not standard Chinese!: There are two problems with this dictionary.1. There is no pronunciation guide for the Chinese characters. If you cannot read Chinese, do not buy this!2. The words were translated by a Cantonese speaker, and therefore some of the words are NOT standard Chinese (Mandarin). If you were to use these words in China, the vast majority of the people wouldn't understand you. This is a glaring mistake on the part of the publisher. By employing a Cantonese translator, the publisher severely limited the customer base for this product.One other minor point - the Chinese characters in the dictionary are traditional characters, not the simplified versions that are now standard in China.
",negative
34830,"Great compilation guitar playing: This is a great compilation of various ""classic rock"" guitar playing. This is a must for your set and is rare in that vocals are left.
",positive
133982,"Misleading description of clock!: I purchased this particular clock because it was described as an ""Outdoor"" clock. Upon receipt of the clock I read the instruction book and under the section entitled ""Frequently Asked Questions"" is the following:""Q. Can a La Cross Technology clock be used outdoors?A. Yes, but only in a dry environment and in a temperature range between 41 F andd 131 F. This clock is NOT water-resistant.""Living in New England, we do get rain and snow and the temperature is frequently below 41 F. The clock has a VERY misleading description!
",negative
225212,"Breathtaking: one of the most amazing films to ever be made. Rosetta is the compelling and moving story of a young girl that faces hardships beyond her years. Loss of a job, dealing with her alcholic mother and the center of all of this desperation, to have a good life, and get things going in the right direction, she betrays a friend, begs for jobs and sneaks in and out of the trailer park she and her mother live in, ironically called ""the grand canyon"".Rosetta has an iron clad determination that drives her, and she will not give up no matter what.An extremely real, gritty, emotional and touching film that won numerous awards for the actress playing rosetta(?milie Dequenne) as well as for Jean-Pierre Dardenne & Luc Dardenne at the cannes film festival.An absolute treasure.
",positive
199117,"HTC mobility bases: Price is good for what is a pretty decent product. Found it fairly easy (if a little time-consuming) to set up. Went a lot faster on the second one I purchased, since I knew what I was doing then.Works pretty well for large-ish items (have it under a workbench and a bandsaw). Works less well for small base items (like the drill press I have on it) - raising one side onto the casters tends to make it a little unstable on a small footprint.Works well on a good smooth surface, not so well on an uneven floor.And yes, I'm getting ready to buy another one, to go under my radial arm saw.
",positive
54975,"""Unauthorized"" by DMB for good reason: As far as I can tell, this was a shameless attempt by someone to make $$ off of DMB. As other reviewers stated, there isn't a single note of DMB music on this DVD. That in itself is reason to leave it on the shelf.
",negative
179209,"Rissa Victorious: ""The Long View"" concludes the saga of Rissa Kerguelen. The first two books in the trilogy set the stage for this one: the conquest of Earth. In those earlier books, we saw little-girl Rissa, torn from her family and raised no better than a slave in a corporate concentration camp. We saw her escape, befriend the powerful Hulzein dynasty, leave for the stars, and become co-leader of the rebel forces.Now, she returns. It's been years of preparation - decades and lifetimes, if you take the ""long view"" of relativistic time dilation and suspended animation. But factors arose that Rissa's group could never have foreseen: a doomsday bomb, and a madwoman with its detonator always at hand.For all that, this book and this series convey a family-based feel-goodism that are easy to enjoy. They remind me of Heinlein's happy communes, in ways, but with more swashbuckling and more of the hero[ine] with humble beginnings.-- wiredweird
",positive
199410,"Vintage Frankowski, for good or bad: This is a fairly typical Frankowski novel, written in a typical Frankowski voice. If you have read any of his other novels, you'll recognize the narrator by his self-righteous yet wry attitude towards everything. I must confess that I found myself fairly bored by the book, having abandoned it at around 2/3s mark. Having said that, it's not really horrible...just not very good.
",negative
278531,"other reviewers must be men: I found the hawk queen novels to be empowering. It can be a little hard to follow but that's not the story, its the layout. I couldn't put this book down. Gemmell uses portals in almost all his books, I honestly don't think this book is different from his others. I cried, laughed, and fell in love with these characters. In the end I felt I belonged to the clans in the book!!!
",positive
